CRID,Gender,Race
1066377,M,Unknown
1066378,M,White
1066380,F,Black
1066381,F,Black
1066382,F,White
1066384,F,Black
1066386,F,White
1066389,F,Black
1066390,F,Black
1066391,M,White
1066392,F,White
1066394,M,Asian
1066395,M,Black
1066396,M,Black
1066397,M,White
1066400,M,Black
1066401,M,Black
1066402,M,Black
1066404,M,Black
1066405,M,Black
1066407,M,Black
1066412,M,Black
1066413,M,Black
1066414,M,White
1066416,M,Black
1066418,F,White/Hispanic
1066419,X,Unknown
1066420,M,White
1066422,M,Black
1066423,F,White
1066424,F,Black
1066426,M,Black
1066429,F,Black
1066430,M,Black
1066431,M,Black
1066433,M,Black
1066434,F,White
1066439,M,White
1066440,F,Unknown
1066442,F,Black
1066446,F,Black
1066447,M,Unknown
1066450,M,Unknown
1066452,M,Black
1066455,M,White
1066456,F,Black
1066457,M,Black
1066460,F,Black
1066462,F,Black
1066463,F,White
1066466,F,Black
1066466,M,White
1066468,F,Hispanic
1066469,F,White
1066471,F,Black
1066473,M,Black
1066474,F,Black
1066476,F,White
1066479,M,Black
1066480,F,Black
1066481,M,White/Hispanic
1066484,F,Black
1066489,F,White/Hispanic
1066494,F,Unknown
1066496,F,Black
1066499,F,White
1066502,F,Black
1066503,M,White
1066505,M,White
1066507,F,Unknown
1066508,M,Unknown
1066509,M,Unknown
1066512,M,White
1066513,M,Unknown
1066515,M,White
1066517,M,White/Hispanic
1066519,F,Black
1066520,M,Black
1066521,M,Black
1066523,M,Black
1066524,M,Black
1066526,M,Black
1066527,M,Black
1066528,F,Black
1066529,M,White
1066530,M,Black
1066532,M,Black
1066533,F,Black
1066535,M,Black
1066537,F,Black
1066538,F,White/Hispanic
1066542,F,Black
1066545,F,White/Hispanic
1066548,M,White
1066551,F,Black
1066553,M,Black
1066557,M,Hispanic
1066559,M,Unknown
1066560,F,Unknown
1066561,M,Black
1066562,M,Black
1066565,F,Black
1066566,F,Black
1066569,F,Black
1066570,M,White
1066571,M,Black
1066572,F,Black
1066573,M,White
1066574,M,Black
1066576,M,White/Hispanic
1066578,M,White
1066579,F,White/Hispanic
10665798,F,White/Hispanic
1066580,F,Black
1066583,F,White
1066586,M,White/Hispanic
1066587,M,White
1066590,F,Black
1066591,F,Black
1066593,M,Black
1066596,F,Black
1066597,F,Black
1066598,M,Black
10665987,M,Black
1066599,M,White
1066604,F,Black
1066605,M,White
1066606,M,Black
1066607,M,White
1066610,F,Black
1066611,M,Black
1066612,M,Black
1066614,F,Asian
1066615,F,White/Hispanic
1066616,F,White
1066617,M,White/Hispanic
1066618,F,Black
1066619,M,Black
1066620,M,Black
1066621,F,Black
1066622,M,Black
1066624,M,Black
1066625,F,Black
1066626,M,Black
1066627,M,White/Hispanic
1066628,F,Black
1066629,M,Black
1066633,F,Black
1066634,F,White
1066636,F,White
1066637,M,Black
1066638,M,White/Hispanic
1066640,M,Black
1066642,F,Unknown
1066643,F,White
1066646,M,White/Hispanic
1066647,M,Black
1066649,F,Black
1066652,F,White
1066654,M,Black
1066655,M,White
1066656,F,Black
1066657,M,Black
1066659,F,Black
1066661,M,White
1066662,F,White
1066663,M,White
1066665,M,Black
1066667,F,White/Hispanic
1066669,M,Black
1066671,M,Black
1066673,M,White
1066674,M,White
1066675,F,Black
1066676,M,Unknown
1066679,M,White
1066681,F,Black
1066682,M,Black
1066683,F,White/Hispanic
1066686,M,Black
1066687,F,Black
1066688,M,Black
1066690,M,White
1066691,F,Black
1066692,F,Black
1066693,F,White
1066694,M,Black
1066695,M,Unknown
1066696,M,White
1066697,F,Unknown
1066698,M,Black
1066699,M,Black
1066700,F,Black
1066701,M,White
1066703,M,Black
1066706,M,Black
1066708,M,Black
1066709,M,Black
1066710,M,White
1066712,M,Black
1066713,M,White
1066714,M,White
1066716,M,Black
1066719,M,Black
1066721,F,Black
1066722,F,Black
1066724,F,Black
1066726,M,White
1066727,M,Black
1066731,M,Black
1066732,M,Black
1066735,M,White/Hispanic
1066736,M,White
1066739,F,Black
1066741,M,White/Hispanic
1066742,M,Unknown
1066744,F,White
1066745,F,Black
1066747,F,Black
1066750,F,White
1066751,F,Black
1066753,F,Black
1066754,F,Black
1066756,M,White
1066757,M,Black
1066759,M,White/Hispanic
1066761,F,Black
1066762,F,Black
1066766,F,Black
1066770,F,Black
1066772,F,Black
1066773,F,Black
1066774,M,White/Hispanic
1066777,F,Black
1066781,M,White/Hispanic
1066783,F,Black
1066786,F,White/Hispanic
1066787,M,White/Hispanic
1066788,M,White
1066790,F,Black
1066793,F,Unknown
1066795,F,Black
1066797,M,Black
1066799,F,Black
1066800,M,Unknown
1066801,F,Black
1066803,M,Black
1066804,F,Black
1066805,M,White
1066807,M,White
1066809,M,White
1066810,F,White
1066812,M,Asian
1066813,M,White/Hispanic
1066814,M,White
1066815,F,White/Hispanic
1066818,F,Black
1066819,F,White
1066819,M,Black
1066820,F,Black
1066821,M,Black
1066823,M,Black
1066824,F,Black
1066825,F,Black
1066826,M,Black
1066828,M,White
1066832,F,Black
1066838,M,Black
1066839,F,White
1066840,F,Black
1066841,M,Black
1066842,M,Black
1066843,M,White
1066845,M,White
1066846,F,White
1066847,F,Black
1066848,M,Black
1066850,M,White
1066851,F,Black
1066852,M,Black
1066853,F,Black
1066856,F,Black
1066857,F,Black
1066858,M,White
1066859,M,Black
1066860,M,Hispanic
1066860,F,White
1066861,F,Black
1066864,F,Black
1066865,M,Black
1066867,F,Black
1066869,M,White
1066870,F,White
1066871,M,Black
1066875,F,Black
1066876,M,Black
1066877,M,Black
1066878,M,White
1066880,F,Black
1066884,F,Black/Hispanic
1066885,M,Black
1066886,M,Black
1066887,M,Black
1066888,M,Unknown
1066889,M,Unknown
1066890,M,Unknown
1066893,F,Black
1066894,F,White
1066897,F,White
1066900,M,White
1066903,M,White/Hispanic
1066907,M,Asian
1066908,M,Unknown
1066909,M,Unknown
1066910,M,Black
1066911,F,Black
1066912,M,Black
1066913,M,Black
1066916,F,White
1066917,M,Black
1066918,F,White
1066921,F,White
1066922,F,Black
1066923,M,Black
1066924,M,Black
1066925,F,White
1066929,F,Black
1066931,F,Black
1066932,F,Black
1066933,M,White
1066935,F,Black
1066936,M,Black
1066937,M,White/Hispanic
1066938,M,Black
1066939,F,Black
1066945,M,Black
1066947,F,Black
1066948,F,Hispanic
1066949,M,White
1066951,F,Black
1066959,F,Asian
1066961,F,Hispanic
1066962,F,White
1066963,M,Asian
1066967,M,White
1066969,M,White
1066972,M,Black
1066973,F,White
1066974,F,Black
1066975,F,White
1066976,M,Black
1066977,M,White
1066978,M,Black
1066981,M,White
1066982,M,White
1066983,M,Black
1066985,F,Black
1066987,M,White/Hispanic
1066990,F,Black
1066991,M,Black
1066992,F,White
1066993,F,Black
1066994,M,Unknown
1066995,F,Black
1066996,M,Unknown
1066997,F,White
1066998,M,White/Hispanic
1067006,M,White
1067008,M,Black
1067009,F,White
1067013,M,White
1067014,F,Black
1067015,M,Black
1067016,M,Black
1067019,F,Black
1067021,F,White
1067024,M,Black
1067027,M,Black
1067030,F,Black
1067032,F,Black
1067033,M,White
1067035,M,Black
1067036,F,Black
1067038,F,White
1067039,F,Hispanic
1067040,F,Black
1067043,M,White
1067044,F,Black
1067045,F,Black
1067046,M,Black
1067052,M,Black
1067053,F,Black
1067055,M,Black
1067056,M,White
1067058,F,Black
1067061,F,Black
1067062,F,Black
1067064,M,White
1067066,F,Black
1067068,F,Black
1067069,M,Black
1067070,M,Black
1067072,M,White
1067074,M,Asian
1067075,M,White/Hispanic
1067075,M,Hispanic
1067079,F,Black
1067081,M,Black
1067082,M,Black
1067084,F,Black
1067085,M,Black
1067087,F,White
1067088,F,White
1067091,F,Black
1067093,M,Unknown
1067094,M,White
1067095,M,Black
1067099,M,Black
1067100,M,Black
1067101,F,White
1067102,F,Black
1067105,F,White/Hispanic
1067106,M,Black
1067107,M,White
1067108,F,Black
1067112,M,Black
1067114,M,White
1067115,M,Black
1067119,F,White/Hispanic
1067121,M,Black
1067124,F,Black
1067128,F,White/Hispanic
1067130,F,Black
1067131,M,Black
1067133,M,White
1067134,F,Black
1067135,F,Black
1067138,F,Black
1067139,M,Unknown
1067140,M,White/Hispanic
1067141,M,Black
1067143,F,Black
1067153,F,White/Hispanic
1067154,F,Black
1067155,M,Black
1067156,F,White/Hispanic
1067159,M,Black
1067162,M,Black
1067163,M,Unknown
1067163,M,Black
1067164,F,Unknown
1067165,X,Unknown
1067166,F,Black
1067168,M,Black
1067169,F,Black
1067170,M,Black
1067171,F,Black
1067172,F,Black
1067174,F,Black
1067176,M,Black
1067177,M,Black
1067178,F,Black
1067179,M,Asian
1067180,M,Black
1067181,M,Black
1067183,M,Black
1067184,M,Black
1067185,M,Black
1067188,M,Black
1067189,M,White
1067191,F,Asian
1067194,F,Hispanic
1067195,F,White/Hispanic
1067199,F,White
1067200,M,White
1067200,M,White
1067201,M,White
1067203,F,Black
1067204,M,Black
1067205,F,Black
1067206,M,Black
1067207,F,White/Hispanic
1067209,F,Asian
1067211,M,White/Hispanic
1067212,F,Black
1067213,F,White/Hispanic
1067214,F,Black
1067215,F,Asian
1067216,F,Unknown
1067217,F,White/Hispanic
1067219,M,Unknown
1067220,F,Black
1067222,F,Black
1067223,M,White
1067224,F,Black
1067225,M,Black
1067226,M,Black
1067228,F,Unknown
1067230,M,Black
1067232,F,Black
1067233,M,White
1067234,M,Black
1067238,M,Black
1067239,M,White/Hispanic
1067240,M,Black
1067241,F,Black
1067243,M,White
1067244,M,White
1067246,M,Unknown
1067247,M,Black
1067248,M,Black
1067249,F,Black
1067250,M,Black
1067251,M,Black
1067252,M,Black
1067253,M,Unknown
1067255,M,Unknown
1067256,X,Unknown
1067260,M,Hispanic
1067261,M,Black
1067265,F,Black
1067266,F,Black
1067267,F,Black
1067269,M,White
1067271,F,White
1067272,F,White
1067273,M,White
1067274,M,Black
1067276,M,White
1067277,M,Black
1067279,M,Black
1067280,M,White
1067280,M,White
1067281,F,White/Hispanic
1067286,M,Black
1067287,M,Black
1067288,F,Black
1067289,M,White
1067290,M,Black
1067292,M,White
1067293,M,Black
1067297,M,White
1067298,M,Black
1067300,F,Black
1067300,F,Unknown
1067302,F,Black
1067304,F,Unknown
1067308,F,Black
1067309,F,Black
1067311,F,White
1067312,M,Black
1067312,M,Black
1067316,M,Unknown
1067317,M,White
1067318,F,Black
1067319,F,Black
1067320,F,Black
1067323,M,White
1067324,M,Black
1067326,F,Black
1067328,M,Black
1067329,M,Black
1067332,M,Black
1067336,F,Black
1067337,M,Black
1067338,M,White
1067339,M,White/Hispanic
1067340,M,Black
1067343,M,White
1067344,F,Black
1067344,F,Black
1067346,F,White/Hispanic
1067347,F,White
1067348,M,White/Hispanic
1067349,M,White
1067354,M,Black
1067355,F,Black
1067357,M,Black
1067360,M,Black
1067361,M,White
1067362,F,Black
1067364,M,Unknown
1067364,M,White
1067365,M,Unknown
1067366,M,Black
1067368,M,Black
1067369,M,White
1067373,F,Black
1067373,M,Black
1067375,F,Black
1067378,M,Black
1067379,F,Black
1067380,F,Black
1067381,F,Unknown
1067384,M,Black
1067385,M,Black
1067387,F,White
1067389,F,Black
1067390,F,Black
1067392,M,White
1067393,M,White
1067394,F,Black
1067396,M,White
1067397,F,Black
1067400,F,White/Hispanic
1067401,F,Black
1067403,M,Black
1067404,M,Black
1067405,F,White
1067406,M,Unknown
1067407,F,Black
1067409,M,Black
1067410,M,Black
1067412,M,Black
1067414,F,Black
1067415,M,White
1067416,M,White
1067418,F,Hispanic
1067419,M,White/Hispanic
1067421,F,Black
1067422,M,White
1067423,M,Hispanic
1067424,M,White
1067425,M,Black
1067427,F,Unknown
1067428,M,White
1067428,F,Black
1067430,F,White
1067434,F,Black
1067435,M,Black
1067436,M,Black
1067437,F,Black
1067438,F,Black
1067439,M,Black
1067440,F,White/Hispanic
1067441,F,Black
1067442,M,White/Hispanic
1067443,F,Black
1067444,F,Black
1067449,F,Black
1067452,F,Black
1067455,F,White
1067456,F,Black
1067457,M,Black
1067460,M,Black
1067461,M,Black
1067462,F,Black
1067463,M,Black
1067464,F,Black
1067465,F,Black
1067466,M,Black
1067467,M,White/Hispanic
1067469,F,Black
1067472,M,Black
1067473,M,Black
1067475,M,Black
1067477,F,Black
1067478,M,Black
1067478,M,Black
1067480,M,White
1067482,M,Unknown
1067485,M,White
1067486,M,Black
1067487,F,Black
1067488,M,White
1067489,F,White
1067491,F,Black
1067492,M,Black
1067494,M,White
1067495,M,Black
1067496,M,Black
1067498,M,Black
1067499,F,Black
1067500,M,Black
1067502,F,Black
1067503,M,Unknown
1067504,M,Black
1067505,M,Black
1067506,M,Hispanic
1067508,F,Black
1067509,X,Unknown
1067510,F,Unknown
1067511,M,Black
1067512,M,White
1067513,F,Black
1067514,F,White
1067515,M,Black
1067516,M,White
1067519,M,Black
1067520,M,White
1067521,F,Black
1067522,F,White
1067523,F,White
1067526,F,White
1067527,F,Black
1067530,F,Asian
1067531,F,Black
1067532,F,Black
1067536,F,White/Hispanic
1067537,F,Black
1067539,M,Black
1067542,M,Black
1067543,F,Black
1067544,F,Black
1067545,F,Black
1067549,F,Black
1067550,M,White
1067552,F,White
1067552,F,Black
1067553,M,White
1067555,F,Unknown
1067557,M,Black
1067558,M,Black
1067559,M,White
1067561,M,Black
1067563,M,Black
1067565,M,Black
1067566,F,Black
1067567,M,Black
1067568,M,Black
1067570,M,Black
1067571,F,White
1067573,M,Black
1067574,F,Black
1067575,F,Black
1067576,F,Black/Hispanic
1067578,M,Black
1067580,F,White
1067581,M,Black
1067585,F,Black
1067587,F,Black
1067589,M,Black
1067592,F,Black
1067593,F,White
1067595,M,Black
1067596,X,Unknown
1067597,M,Black
1067598,F,Black
1067600,F,Black
1067601,F,Black
1067603,M,Black
1067605,F,White
1067607,M,Black
1067610,F,Black
1067611,M,White/Hispanic
1067612,M,White
1067614,M,Black
1067615,M,Black
1067616,F,Black
1067618,F,Black
1067619,F,Black
1067620,M,White
1067621,F,White/Hispanic
1067622,M,Black
1067625,M,Black
1067626,F,Unknown
1067626,F,Black
1067627,M,White
1067628,M,Black
1067630,F,Black
1067631,M,Black
1067633,M,Black
1067634,M,White/Hispanic
1067635,M,Black
1067636,F,Black
1067637,M,Black
1067638,F,Black
1067639,F,White/Hispanic
1067643,M,Black
1067645,M,Black
1067646,M,White
1067649,M,Black
1067653,M,Black
1067654,F,White
1067658,F,White
1067660,F,Black
1067663,M,Black
1067664,M,Black
1067665,M,Unknown
1067666,F,White
1067667,M,Black
1067669,M,Unknown
1067670,M,Black
1067671,F,Black
1067674,M,Black
1067676,M,Black
1067677,M,Black
1067678,M,White/Hispanic
1067679,M,Black
1067680,F,Black
1067682,F,White
1067684,M,Black
1067685,F,Black
1067686,F,Asian
1067687,M,Black
1067688,F,Black
1067689,M,Black
1067690,F,Black
1067691,F,White
1067692,M,Black
1067694,M,Black
1067695,M,White/Hispanic
1067697,F,Black
1067700,F,Black
1067701,M,Black
1067702,F,Black
1067705,F,Black
1067706,M,Black
1067709,F,Black
1067710,F,Black
1067711,F,Black
1067713,M,Black
1067714,M,White
1067715,F,Black
1067716,M,Black
1067718,M,Black
1067721,F,Black
1067722,F,White/Hispanic
1067723,M,Black
1067724,F,Black
1067725,M,White
1067726,M,White
1067728,F,Black
1067729,F,White/Hispanic
1067731,F,Black
1067732,F,White
1067733,F,Black
1067734,M,Hispanic
1067736,F,Black
1067737,F,Black
1067738,F,Black
1067739,M,White/Hispanic
1067740,F,Black
1067742,M,Black
1067745,M,White
1067746,F,Black
1067748,M,Black
1067750,M,Black
1067752,F,Black
1067754,M,Black
1067755,M,Hispanic
1067757,M,Black
1067758,F,Black
1067759,F,Hispanic
1067760,F,Black
1067761,F,Black
1067764,F,Black
1067769,F,Black
1067770,F,Black
1067773,F,Black
1067777,F,Black
1067778,M,Black
1067782,F,Black
1067783,F,Black
1067784,F,Black
1067787,F,White/Hispanic
1067790,F,White/Hispanic
1067791,F,Black
1067792,M,White
1067793,M,Black
1067794,M,Black
1067795,F,White
1067798,F,Black
1067802,F,Black
1067803,M,Black
1067805,F,White
1067807,M,Black
1067809,M,White/Hispanic
1067812,F,White
1067813,F,Black
1067814,M,Black
1067815,F,Black
1067816,F,Black
1067818,F,White
1067820,M,Black
1067821,F,Black
1067822,M,Hispanic
1067823,M,Black
1067824,M,White
1067825,M,Black
1067827,F,Black
1067830,M,Unknown
1067831,M,Black
1067832,M,Black
1067833,M,White/Hispanic
1067835,F,Black
1067837,F,Hispanic
1067838,F,Black
1067839,M,Black
1067840,F,Black
1067841,F,Black
1067843,F,White/Hispanic
1067844,M,White/Hispanic
1067847,M,White/Hispanic
1067848,F,White/Hispanic
1067849,F,Black
1067850,M,Black
1067851,F,Black
1067853,F,Asian
1067855,M,White
1067857,M,Asian
1067858,M,White
1067862,M,Black
1067864,M,Hispanic
1067869,F,Black
1067870,M,Black/Hispanic
1067871,F,Black
1067872,M,Black
1067874,M,Black
1067875,M,White
1067876,M,Hispanic
1067878,F,Black
1067880,M,Black
1067881,M,Black
1067882,M,White
1067883,F,Black
1067884,M,Unknown
1067885,M,Black
1067886,M,Black
1067887,M,Black
1067888,M,White
1067889,M,Black
1067890,M,Black
1067892,F,Black
1067892,M,Black
1067893,M,White/Hispanic
1067896,F,Black
1067897,M,Black
1067898,M,Unknown
1067900,F,Black
1067901,M,Black
1067902,M,White
1067903,M,Black
1067904,M,White/Hispanic
1067905,M,Black
1067908,M,Unknown
1067909,F,Black
1067910,M,Black
1067912,F,White
1067914,M,Black
1067915,M,Black
1067916,M,Black
1067918,M,White
1067919,F,Black
1067920,M,Black
1067921,F,Black
1067923,M,Black
1067924,M,Black
1067926,M,Black
1067927,F,White
1067928,M,White/Hispanic
1067929,M,Black
1067931,F,Black
1067932,M,White/Hispanic
1067933,M,White/Hispanic
1067934,F,Black
1067936,M,Black
1067939,F,Black
1067941,F,Black
1067942,M,Unknown
1067943,M,Black
1067944,M,Black
1067945,F,Black
1067946,M,White
1067947,F,Black
1067949,M,Black
1067950,M,Black
1067952,M,Black
1067953,M,Black
1067957,M,White
1067958,M,White
1067962,F,Black
1067963,X,Unknown
1067965,M,Unknown
1067966,F,Black
1067967,F,White/Hispanic
1067968,M,Black
1067969,M,Black
1067970,M,Black
1067971,M,White
1067973,M,Black
1067974,M,White
1067976,M,White
1067977,X,Unknown
1067978,F,Black
1067979,F,White
1067981,F,Black
1067982,M,White
1067985,F,Black
1067986,M,Hispanic
1067987,M,White
1067989,F,Black
1067990,M,Black
1067993,M,White
1067993,M,White
1067995,F,Black
1067996,M,White/Hispanic
1067997,F,Black
1067998,F,Black
1067999,F,Black
1068001,F,White/Hispanic
1068002,M,Black
1068005,M,Black
1068008,F,Black
1068009,M,Unknown
1068010,F,White/Hispanic
1068011,F,Black
1068012,F,Black
1068014,M,White
1068015,F,Black
1068016,M,Black
1068018,M,White
1068019,M,Black
1068020,M,Black
1068028,M,White/Hispanic
1068029,M,Black
1068030,M,White/Hispanic
1068031,F,White/Hispanic
1068032,M,Black
1068033,F,Black
1068035,M,Black
1068036,F,White
1068037,M,White
1068038,M,Black
1068039,M,Black
1068041,M,Black
1068042,M,Hispanic
1068044,F,White/Hispanic
1068045,F,White
1068047,F,Black
1068048,F,White
1068049,F,White
1068052,F,Black
1068054,M,Black
1068056,M,White
1068057,M,White
1068059,F,White
1068060,M,Black
1068061,F,White
1068062,F,White
1068064,M,Black
1068065,F,Black
1068066,F,Black
1068067,F,Black
1068069,M,White/Hispanic
1068070,F,White
1068071,F,Black
1068072,M,Black
1068073,M,Hispanic
1068074,F,Black
1068075,M,White
1068076,F,Black
1068078,M,White
1068080,M,White/Hispanic
1068084,M,White/Hispanic
1068085,M,Black
1068086,F,Black
1068087,F,White
1068088,F,Black
1068089,M,Black
1068091,M,Black
1068092,F,Black
1068094,M,Black
1068095,M,Black
1068098,M,White/Hispanic
1068099,F,Black
1068102,M,Black
1068103,F,Black
1068106,F,Black
1068108,M,Black
1068110,M,Black
1068111,F,Black
1068112,F,Black
1068113,M,Black
1068114,M,Black
1068115,M,Black
1068116,M,Black
1068117,F,White/Hispanic
1068118,M,Black
1068119,M,Black
1068120,M,Unknown
1068122,M,Black
1068123,M,White/Hispanic
1068126,M,Black
1068127,F,White
1068128,F,White
1068129,F,Black
1068130,M,Black
1068131,F,Black
1068132,F,Black
1068137,M,White
1068140,M,Hispanic
1068143,F,Black
1068146,M,White/Hispanic
1068147,M,Black
1068148,M,Black
1068149,F,White/Hispanic
1068150,M,Black
1068151,F,Black
1068152,M,Black
1068153,M,Black
1068157,M,White
1068160,M,Black
1068163,M,Black
1068165,M,Black
1068169,M,Black
1068171,M,White/Hispanic
1068173,F,White
1068175,M,White/Hispanic
1068179,F,Hispanic
1068181,F,Black
1068184,F,Black
1068185,M,Black
1068186,F,Black
1068187,M,Black
1068188,F,Black
1068189,M,White
1068191,M,Black
1068192,M,White
1068193,F,Black
1068198,M,Black
1068199,M,White/Hispanic
1068201,F,Black
1068203,F,White
1068204,F,Black
1068205,M,Black
1068207,M,White/Hispanic
1068208,F,Black
1068209,F,White
1068211,F,Black
1068213,M,White
1068214,F,White/Hispanic
1068215,F,White/Hispanic
1068217,F,White/Hispanic
1068218,M,Black
1068219,F,Black
1068220,F,Black
1068223,M,White
1068230,M,Black
1068231,F,White/Hispanic
1068232,F,Unknown
1068233,M,Black
1068234,F,Black
1068235,M,White
1068236,F,Black
1068237,M,Black
1068238,M,Unknown
1068239,M,Black
1068240,M,Black
1068241,F,White/Hispanic
1068242,M,Unknown
1068243,F,Black
1068244,F,Black
1068245,M,Black
1068247,F,Black
1068248,M,Black
1068249,M,White/Hispanic
1068250,M,Black
1068253,F,Black
1068254,M,White/Hispanic
1068255,M,Asian
1068255,M,Asian
1068257,F,Black
1068258,M,White
1068259,F,Black
1068260,F,Black
1068263,F,Black
1068265,F,White/Hispanic
1068267,M,White
1068269,M,Black
1068270,M,Black
1068273,F,Black
1068274,M,Black
1068276,M,White/Hispanic
1068277,M,Unknown
1068281,F,White/Hispanic
1068285,M,Black
1068288,F,Black
1068291,M,Black
1068293,F,Black
1068294,F,Black
1068295,F,White
1068298,F,Black
1068299,F,Black
1068300,M,Black
1068301,M,Hispanic
1068303,M,White
1068304,M,Black
1068305,M,Black
1068306,M,Black
1068307,M,White
1068308,M,Black
1068309,M,Hispanic
1068309,M,White
1068310,M,White/Hispanic
1068311,F,Black
1068314,F,White
1068316,F,Black
1068317,M,Black
1068318,F,Black
1068319,M,Black
1068321,M,Black
1068322,F,Black
1068324,M,Black
1068325,F,Black
1068326,M,Black
1068327,F,White
1068328,M,Black
1068329,M,Unknown
1068330,F,Black
1068332,M,Black
1068333,F,White/Hispanic
1068334,M,Black
1068335,F,White
1068337,M,Black
1068338,M,Black
1068340,F,White
1068342,F,Black
1068343,F,Black
1068347,M,White/Hispanic
1068351,M,White
1068352,M,White
1068354,M,Hispanic
1068355,F,White
1068355,M,Black
1068356,F,Black
1068360,M,Black
1068361,M,Black
1068363,M,White/Hispanic
1068365,F,Black
1068366,F,White
1068367,M,Black
1068369,F,White/Hispanic
1068370,F,White
1068374,F,Black
1068376,M,White/Hispanic
1068378,F,White
1068378,M,White
1068379,M,Black
1068380,F,White
1068381,F,Hispanic
1068382,M,White
1068383,M,Black
1068384,M,Black
1068385,F,White
1068387,M,Black
1068388,M,White
1068393,M,Black
1068394,F,White
1068395,M,White
1068396,F,White
1068397,F,Black
1068399,F,Black
1068400,F,Black
1068401,F,Black
1068403,M,White
1068404,M,Black
1068406,M,White
1068409,M,Black
1068410,F,Black
1068412,F,Black
1068413,F,Black
1068414,M,White
1068417,M,White
1068418,M,Black
1068421,F,Black
1068422,F,White
1068426,F,Black
1068427,M,Black
1068428,F,Unknown
1068429,M,Black
1068432,M,White
1068437,F,Black
1068439,F,Black
1068440,M,Black
1068441,M,Black
1068442,M,Black
1068443,M,White
1068445,F,Black
1068446,F,Black
1068447,F,White
1068448,M,White
1068450,M,Black
1068451,M,White
1068452,M,Unknown
1068453,M,White/Hispanic
1068454,M,White/Hispanic
1068457,M,White
1068461,F,Unknown
1068462,M,Black
1068463,M,White
1068464,M,Black
1068465,F,Black
1068468,F,White
1068469,M,Black
1068470,F,Black/Hispanic
1068471,F,White
1068472,F,Black
1068473,F,White
1068475,M,Black
1068478,M,Black
1068479,F,Black
1068480,M,White
1068481,M,Black
1068482,M,White
1068485,F,White
1068486,M,White
1068489,F,Black
1068491,M,White
1068493,F,Black
1068494,M,White
1068495,M,Black
1068498,M,White
1068499,F,White/Hispanic
1068500,M,White/Hispanic
1068501,M,Black
1068504,F,Black
1068505,F,Black
1068506,M,Black
1068507,F,Black
1068508,M,Black
1068509,M,Black
1068510,F,White
1068511,F,White
1068512,M,Black
1068517,F,Black
1068518,M,Black
1068519,M,White/Hispanic
1068520,M,Hispanic
1068523,M,White
1068524,M,Black
1068529,F,Black
1068530,M,Hispanic
1068532,M,Black
1068533,M,Black
1068534,M,Black
1068535,M,White
1068536,F,White
1068538,F,Black
1068539,F,Black
1068540,M,White
1068541,F,Black
1068542,F,Black
1068543,M,White
1068545,M,Black
1068546,F,White
1068547,F,Black
1068549,M,White
1068550,F,Black
1068551,M,Black
1068553,M,Asian
1068556,F,White/Hispanic
1068560,M,White
1068562,M,Unknown
1068563,F,Black
1068564,F,Black
1068565,M,White
1068566,M,White
1068567,F,Unknown
1068569,M,Black
1068570,M,White
1068571,M,Black
1068572,M,White
1068573,M,Black
1068574,M,Black
1068576,F,Unknown
1068577,F,Unknown
1068578,M,Black
1068579,F,Black
1068581,M,White/Hispanic
1068582,F,Black
1068583,M,Black
1068584,M,Black
1068585,M,White
1068586,M,White
1068587,F,Black
1068588,F,Black
1068589,F,White/Hispanic
1068591,M,Black
1068592,F,Black
1068593,F,Black
1068594,M,Black
1068595,F,Black
1068596,M,Black
1068597,M,Black
1068598,F,Asian
1068599,F,Black
1068600,F,Black
1068603,M,Black
1068604,F,Black
1068606,F,Black
1068607,F,Black
1068610,M,Black
1068611,F,White/Hispanic
1068614,M,Black
1068616,M,Black
1068617,M,White
1068620,M,Unknown
1068621,F,Black
1068622,F,Black
1068623,F,Black
1068630,F,Unknown
1068631,F,Asian
1068632,F,White
1068633,M,Black
1068634,M,Asian
1068635,M,Black
1068636,M,Black
1068638,M,Black
1068638,M,White
1068638,M,White
1068641,M,Black
1068642,M,White
1068645,M,Black
1068646,M,Black
1068647,M,Hispanic
1068648,M,Asian
1068649,F,White
1068650,F,Black
1068653,F,Unknown
1068654,F,Black
1068655,F,Black
1068657,M,White/Hispanic
1068658,M,White
1068659,F,Black
1068662,F,Black
1068663,M,White
1068664,M,Black
1068665,M,Black
1068668,M,White
1068670,F,Black
1068671,M,Black
1068672,F,Black
1068673,F,Black
1068676,M,Black
1068677,M,White
1068678,M,Black
1068680,M,White
1068681,M,Black
1068683,F,White/Hispanic
1068684,F,Black
1068685,M,Black
1068686,F,Asian
1068687,F,White
1068688,F,Black
1068690,M,White/Hispanic
1068691,M,Black
1068692,M,Black
1068697,F,White
1068700,M,Black
1068701,F,Black
1068702,F,Black
1068703,F,Black
1068704,F,Asian
1068705,F,White
1068706,M,Black
1068707,F,Black
1068708,M,White
1068710,F,White/Hispanic
1068713,F,White
1068714,M,Black
1068717,M,Black
1068718,M,White
1068720,F,White
1068721,F,White
1068722,M,Unknown
1068723,F,Black
1068724,M,Black
1068726,M,Black
1068727,M,White
1068728,F,Black
1068730,M,Black
1068731,F,Black
1068732,F,Black
1068735,M,White
1068739,M,Black
1068740,M,Black
1068741,F,Black
1068742,F,Black
1068743,F,Black
1068744,F,Black
1068745,M,Black
1068748,M,Black
1068749,M,White
1068751,M,Black
1068752,F,White
1068753,F,White/Hispanic
